class_output_accuracy,class_output_loss,loss,reg_output_loss,reg_output_mae,reg_output_mse,val_class_output_accuracy,val_class_output_loss,val_loss,val_reg_output_loss,val_reg_output_mae,val_reg_output_mse,learning_rate
0.8814873099327087,0.26883575320243835,0.26751741766929626,0.2682853639125824,0.30503493547439575,0.2677198648452759,0.8917413353919983,0.2546215355396271,0.28405827283859253,0.3463647961616516,0.24114245176315308,0.3488672077655792,9.999999747378752e-05
0.8822745680809021,0.266666442155838,0.26584699749946594,0.26730695366859436,0.302279531955719,0.2671651244163513,0.9011867046356201,0.24047690629959106,0.24949392676353455,0.2648703455924988,0.2490125596523285,0.2666587233543396,9.999999747378752e-05
0.8899049162864685,0.25557172298431396,0.2575736343860626,0.2690946161746979,0.3008313775062561,0.26917412877082825,0.8914991617202759,0.2606731653213501,0.2550957500934601,0.2365334928035736,0.25545328855514526,0.238252654671669,9.999999747378752e-05
0.8919033408164978,0.2513345777988434,0.2529712915420532,0.2651355266571045,0.29769167304039,0.26445433497428894,0.8982804417610168,0.2505057752132416,0.2424236238002777,0.21832367777824402,0.2631480097770691,0.21980521082878113,4.999999873689376e-05
0.8925089240074158,0.2452719509601593,0.24833934009075165,0.2576543390750885,0.296453058719635,0.2576655447483063,0.905303955078125,0.22525307536125183,0.26096197962760925,0.33808380365371704,0.21434420347213745,0.3405706584453583,4.999999873689376e-05
0.8897837996482849,0.24844315648078918,0.25109153985977173,0.2608816623687744,0.29597949981689453,0.25937458872795105,0.9118430614471436,0.20737749338150024,0.2628588378429413,0.386176735162735,0.2087487131357193,0.38904017210006714,4.999999873689376e-05
0.8930539488792419,0.24057473242282867,0.24457329511642456,0.27087149024009705,0.29541805386543274,0.25638681650161743,0.895616352558136,0.24771898984909058,0.30376362800598145,0.4272085428237915,0.2080135941505432,0.4303878843784332,4.999999873689376e-05
0.8971719145774841,0.24141505360603333,0.24465897679328918,0.2554337680339813,0.29358264803886414,0.255534827709198,0.9111164808273315,0.23349124193191528,0.2652808725833893,0.33312585949897766,0.22244144976139069,0.33555516600608826,4.999999873689376e-05
0.899291455745697,0.237074613571167,0.24146772921085358,0.2534431219100952,0.2921682894229889,0.25379812717437744,0.8934366703033447,0.33825358748435974,0.3085830509662628,0.23219823837280273,0.2612590491771698,0.23359696567058563,4.999999873689376e-05
0.8939017653465271,0.2396257072687149,0.2440282106399536,0.2580827474594116,0.2931830585002899,0.2576497197151184,0.9072414636611938,0.24912786483764648,0.25816017389297485,0.2733045816421509,0.26582586765289307,0.27501150965690613,4.999999873689376e-05
0.8952340483665466,0.24027517437934875,0.2454368621110916,0.2660068869590759,0.29203400015830994,0.2656640112400055,0.9004601836204529,0.23601798713207245,0.2372804582118988,0.23483149707317352,0.26855242252349854,0.23642563819885254,4.999999873689376e-05
0.8950523734092712,0.23512369394302368,0.23726016283035278,0.24606314301490784,0.28996574878692627,0.2457178384065628,0.903850793838501,0.22923225164413452,0.2273431420326233,0.21778205037117004,0.2518998682498932,0.21926143765449524,2.499999936844688e-05
0.9032277464866638,0.22854268550872803,0.23524993658065796,0.2591659426689148,0.2910904586315155,0.25834330916404724,0.9036086201667786,0.21999582648277283,0.2405591607093811,0.2828752100467682,0.22405555844306946,0.2849184274673462,2.499999936844688e-05
0.8988675475120544,0.23300772905349731,0.2354525774717331,0.24886846542358398,0.29052624106407166,0.24825994670391083,0.9057883024215698,0.2257782369852066,0.2219676971435547,0.2079746425151825,0.24440822005271912,0.20933838188648224,2.499999936844688e-05
0.8994125723838806,0.22577418386936188,0.23078808188438416,0.24598103761672974,0.2889324128627777,0.24587827920913696,0.9091789722442627,0.21276645362377167,0.21917983889579773,0.22932928800582886,0.237346351146698,0.23096704483032227,2.499999936844688e-05
0.9018349051475525,0.22637644410133362,0.23090335726737976,0.2532499432563782,0.28732091188430786,0.24480962753295898,0.9067570567131042,0.22396227717399597,0.26541391015052795,0.35572248697280884,0.21835391223430634,0.35832735896110535,2.499999936844688e-05
